3	1.989100000000e+30	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	5.972000000000e+24	1.496000000000e+11	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	2.978000000000e+04	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	7.342000000000e+22	1.499844000000e+11	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	3.080200000000e+04	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
3	1.989100000000e+30	9.193746787353e-01	5.980764176867e-04	0.000000000000e+00	1.802694899337e-04	1.759048099662e-07	0.000000000000e+00	3.585736031710e+22	6.997843239410e+19	0.000000000000e+00	5.972000000000e+24	1.495996991742e+11	2.977998179684e+08	0.000000000000e+00	-5.898544733741e+01	2.977994646123e+04	0.000000000000e+00	-3.522610914267e+22	-6.394696404738e+19	0.000000000000e+00	7.342000000000e+22	1.499839614736e+11	3.080186033592e+08	0.000000000000e+00	-8.598407692882e+01	3.080158923051e+04	0.000000000000e+00	-6.312511744314e+20	-6.031468346721e+18	0.000000000000e+00
3	1.989100000000e+30	3.641441313837e+00	4.786044735186e-03	0.000000000000e+00	3.605382859758e-04	7.107983839588e-07	0.000000000000e+00	3.585715257410e+22	1.413847361023e+20	0.000000000000e+00	5.972000000000e+24	1.495988084940e+11	5.955985432993e+08	0.000000000000e+00	-1.179708945998e+02	2.977978365683e+04	0.000000000000e+00	-3.522610904336e+22	-1.292023730510e+20	0.000000000000e+00	7.342000000000e+22	1.499826631862e+11	6.160288245028e+08	0.000000000000e+00	-1.719493609955e+02	3.080034040235e+04	0.000000000000e+00	-6.310435307464e+20	-1.218236305128e+19	0.000000000000e+00
3	1.989100000000e+30	8.166189318171e+00	1.615378339003e-02	0.000000000000e+00	5.408056727901e-04	1.604678684848e-06	0.000000000000e+00	3.585680254406e+22	2.127904957629e+20	0.000000000000e+00	5.972000000000e+24	1.495973279592e+11	8.933950832963e+08	0.000000000000e+00	-1.769563414996e+02	2.977951157795e+04	0.000000000000e+00	-3.522610867461e+22	-1.944648853848e+20	0.000000000000e+00	7.342000000000e+22	1.499805054244e+11	9.240222863539e+08	0.000000000000e+00	-2.578764956619e+02	3.079825429211e+04	0.000000000000e+00	-6.306938694542e+20	-1.832561037806e+19	0.000000000000e+00
3	1.989100000000e+30	1.449360095127e+01	3.829114318339e-02	0.000000000000e+00	7.210709350463e-04	2.857542250984e-06	0.000000000000e+00	3.585631022837e+22	2.841954280243e+20	0.000000000000e+00	5.972000000000e+24	1.495952575700e+11	1.191188345143e+09	0.000000000000e+00	-2.359417873421e+02	2.977913020954e+04	0.000000000000e+00	-3.522610773047e+22	-2.597381788289e+20	0.000000000000e+00	7.342000000000e+22	1.499774886682e+11	1.231990622359e+09	0.000000000000e+00	-3.437461576388e+02	3.079533221669e+04	0.000000000000e+00	-6.302024979025e+20	-2.445724919542e+19	0.000000000000e+00
3	1.989100000000e+30	2.262365131940e+01	7.478793303489e-02	0.000000000000e+00	9.013333574225e-04	4.469384196197e-06	0.000000000000e+00	3.585567562906e+22	3.555992495358e+20	0.000000000000e+00	5.972000000000e+24	1.495925973264e+11	1.488977235841e+09	0.000000000000e+00	-2.949272308113e+02	2.977863953042e+04	0.000000000000e+00	-3.522610577735e+22	-3.250259144118e+20	0.000000000000e+00	7.342000000000e+22	1.499736135908e+11	1.539925481880e+09	0.000000000000e+00	-4.295390744213e+02	3.079157603141e+04	0.000000000000e+00	-6.295698517111e+20	-3.057333512403e+19	0.000000000000e+00
3	1.989100000000e+30	3.255630837567e+01	1.292339057374e-01	0.000000000000e+00	1.081592224609e-03	6.440198209799e-06	0.000000000000e+00	3.585489874872e+22	4.270016769471e+20	0.000000000000e+00	5.972000000000e+24	1.495893472284e+11	1.786760662149e+09	0.000000000000e+00	-3.539126697570e+02	2.977803951330e+04	0.000000000000e+00	-3.522610225521e+22	-3.903317306483e+20	0.000000000000e+00	7.342000000000e+22	1.499688810576e+11	1.847818535568e+09	0.000000000000e+00	-5.152360416760e+02	3.078698812734e+04	0.000000000000e+00	-6.287964935103e+20	-3.666994629888e+19	0.000000000000e+00
3	1.989100000000e+30	4.429153292016e+01	2.052187437120e-01	0.000000000000e+00	1.261846821309e-03	8.769976556593e-06	0.000000000000e+00	3.585397959056e+22	4.984024269093e+20	0.000000000000e+00	5.972000000000e+24	1.495855072760e+11	2.084537530523e+09	0.000000000000e+00	-4.128981009844e+02	2.977733012482e+04	0.000000000000e+00	-3.522609647924e+22	-4.556592378908e+20	0.000000000000e+00	7.342000000000e+22	1.499632921257e+11	2.155661480703e+09	0.000000000000e+00	-6.008179404315e+02	3.078157142780e+04	0.000000000000e+00	-6.278831113176e+20	-4.274318901847e+19	0.000000000000e+00
3	1.989100000000e+30	5.782927860007e+01	3.063320447626e-01	0.000000000000e+00	1.442096432245e-03	1.145871007688e-05	0.000000000000e+00	3.585291815840e+22	5.698012160744e+20	0.000000000000e+00	5.972000000000e+24	1.495810774693e+11	2.382306747052e+09	0.000000000000e+00	-4.718835200467e+02	2.977651132559e+04	0.000000000000e+00	-3.522608764184e+22	-5.210120128205e+20	0.000000000000e+00	7.342000000000e+22	1.499568480429e+11	2.463446046495e+09	0.000000000000e+00	-6.862657540231e+02	3.077532938419e+04	0.000000000000e+00	-6.268305165641e+20	-4.878920325390e+19	0.000000000000e+00
3	1.989100000000e+30	7.316949190994e+01	4.361633078313e-01	0.000000000000e+00	1.622340342161e-03	1.450638818644e-05	0.000000000000e+00	3.585171445664e+22	6.411977610966e+20	0.000000000000e+00	5.972000000000e+24	1.495760578085e+11	2.680067217403e+09	0.000000000000e+00	-5.308689210417e+02	2.977558307027e+04	0.000000000000e+00	-3.522607481485e+22	-5.863935931057e+20	0.000000000000e+00	7.342000000000e+22	1.499495502465e+11	2.771163999338e+09	0.000000000000e+00	-7.715605847457e+02	3.076826597099e+04	0.000000000000e+00	-6.256396417809e+20	-5.480416799085e+19	0.000000000000e+00
3	1.989100000000e+30	9.031211219186e+01	5.983019187533e-01	0.000000000000e+00	1.802577835823e-03	1.791299887661e-05	0.000000000000e+00	3.585036849027e+22	7.125917786316e+20	0.000000000000e+00	5.972000000000e+24	1.495704482939e+11	2.977817846759e+09	0.000000000000e+00	-5.898542964118e+02	2.977454530765e+04	0.000000000000e+00	-3.522605695231e+22	-6.518074722515e+20	0.000000000000e+00	7.342000000000e+22	1.499414003620e+11	3.078807148017e+09	0.000000000000e+00	-8.566836701676e+02	3.076038568011e+04	0.000000000000e+00	-6.243115379645e+20	-6.078430638007e+19	0.000000000000e+00
3	1.989100000000e+30	1.092570716357e+02	7.963371360120e-01	0.000000000000e+00	1.982808198023e-03	2.167852871420e-05	0.000000000000e+00	3.584888026490e+22	7.839829853377e+20	0.000000000000e+00	5.972000000000e+24	1.495642489256e+11	3.275557539761e+09	0.000000000000e+00	-6.488396367495e+02	2.977339798069e+04	0.000000000000e+00	-3.522603289327e+22	-7.172570946658e+20	0.000000000000e+00	7.342000000000e+22	1.499324002021e+11	3.386367348848e+09	0.000000000000e+00	-9.416163990658e+02	3.075169351451e+04	0.000000000000e+00	-6.228473716351e+20	-6.672589067192e+19	0.000000000000e+00
